portal_id	gwas_source_category	legacy_phenotype_id	phenotype_name	legacy_trait_group	trait_group	trait_type	pigean_id
PORTAL:0001814	gcat_trait	gcat_trait_down_syndrome_cell_adhesion_molecule_measurement	down syndrome cell adhesion molecule measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001815	gcat_trait	gcat_trait_fetal_genotype_effect_measurement	fetal genotype effect measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001816	gcat_trait	gcat_trait_fibroblast_growth_factor_receptor_4_measurement	fibroblast growth factor receptor 4 measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001817	gcat_trait	gcat_trait_hypospadias	hypospadias	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001818	gcat_trait	gcat_trait_infant_expressive_language_ability	infant expressive language ability	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001819	gcat_trait	gcat_trait_infantile_hypertrophic_pyloric_stenosis	infantile hypertrophic pyloric stenosis	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001820	gcat_trait	gcat_trait_neonatal_abstinence_syndrome	neonatal abstinence syndrome	DEVELOPMENTAL	congenital	disease	
PORTAL:0001821	gcat_trait	gcat_trait_neurogenic_locus_notch_homolog_protein_2_measurement	neurogenic locus notch homolog protein 2 measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001822	gcat_trait	gcat_trait_odontogenesis	odontogenesis	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001823	gcat_trait	gcat_trait_orofacial_cleft	orofacial cleft	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001824	gcat_trait	gcat_trait_pancreas_volume	pancreas volume	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001825	gcat_trait	gcat_trait_posterior_urethral_valve	posterior urethral valve	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001826	gcat_trait	gcat_trait_puberty_onset_measurement	puberty onset measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001827	gcat_trait	gcat_trait_teratocarcinomaderived_growth_factor_1_measurement	teratocarcinoma-derived growth factor 1 measurement	DEVELOPMENTAL	congenital	measurement	
PORTAL:0001828	gcat_trait	gcat_trait_tooth_eruption	tooth eruption	DEVELOPMENTAL	congenital	phenotype	
PORTAL:0001829	gcat_trait	gcat_trait_Glycosuria	Glycosuria	DIABETIC_COMPLICATIONS	metabolic	phenotype	
PORTAL:0001830	gcat_trait	gcat_trait_diabetic_nephropathy	diabetic nephropathy	DIABETIC_COMPLICATIONS	metabolic	phenotype	
PORTAL:0001831	gcat_trait	gcat_trait_diabetic_retinopathy	diabetic retinopathy	DIABETIC_COMPLICATIONS	metabolic	phenotype	
PORTAL:0001832	gcat_trait	gcat_trait_proliferative_diabetic_retinopathy	proliferative diabetic retinopathy	DIABETIC_COMPLICATIONS	metabolic	phenotype	
PORTAL:0001833	gcat_trait	gcat_trait_Barretts_esophagus	Barrett's esophagus	DIGESTIVE	digestive	phenotype	
PORTAL:0001834	gcat_trait	gcat_trait_Cholecystitis	Cholecystitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001835	gcat_trait	gcat_trait_Diarrhea	Diarrhea	DIGESTIVE	digestive	phenotype	
PORTAL:0001836	gcat_trait	gcat_trait_Dysphagia	Dysphagia	DIGESTIVE	digestive	phenotype	
PORTAL:0001837	gcat_trait	gcat_trait_Peptic_ulcer_and_gastrooesophageal_reflux_disease_GORD_drug_use_measurement	Peptic ulcer and gastro-oesophageal reflux disease (GORD) drug use measurement	DIGESTIVE	digestive	measurement	
PORTAL:0001838	gcat_trait	gcat_trait_acute_pancreatitis	acute pancreatitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001839	gcat_trait	gcat_trait_alcoholic_pancreatitis	alcoholic pancreatitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001840	gcat_trait	gcat_trait_appendicitis	appendicitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001841	gcat_trait	gcat_trait_asparaginaseinduced_acute_pancreatitis	asparaginase-induced acute pancreatitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001842	gcat_trait	gcat_trait_bowel_opening_frequency	bowel opening frequency	DIGESTIVE	digestive	phenotype	
PORTAL:0001843	gcat_trait	gcat_trait_cholelithiasis	cholelithiasis	DIGESTIVE	digestive	phenotype	
PORTAL:0001844	gcat_trait	gcat_trait_colorectal_health	colorectal health	DIGESTIVE	digestive	phenotype	
PORTAL:0001845	gcat_trait	gcat_trait_digestive_system_infectious_disorder	digestive system infectious disorder	DIGESTIVE	digestive	disease	
PORTAL:0001846	gcat_trait	gcat_trait_diverticular_disease	diverticular disease	DIGESTIVE	digestive	disease	
PORTAL:0001847	gcat_trait	gcat_trait_diverticulitis	diverticulitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001848	gcat_trait	gcat_trait_duodenal_ulcer	duodenal ulcer	DIGESTIVE	digestive	phenotype	
PORTAL:0001849	gcat_trait	gcat_trait_gallstones	gallstones	DIGESTIVE	digestive	phenotype	
PORTAL:0001850	gcat_trait	gcat_trait_gastric_ulcer	gastric ulcer	DIGESTIVE	digestive	phenotype	
PORTAL:0001851	gcat_trait	gcat_trait_gastroesophageal_reflux_disease	gastroesophageal reflux disease	DIGESTIVE	digestive	disease	
PORTAL:0001852	gcat_trait	gcat_trait_gut_microbiome_measurement	gut microbiome measurement	DIGESTIVE	digestive	measurement	
PORTAL:0001853	gcat_trait	gcat_trait_hemorrhoid	hemorrhoid	DIGESTIVE	digestive	phenotype	
PORTAL:0001854	gcat_trait	gcat_trait_intestinal_permeability_measurement	intestinal permeability measurement	DIGESTIVE	digestive	measurement	
PORTAL:0001855	gcat_trait	gcat_trait_irritable_bowel_syndrome	irritable bowel syndrome	DIGESTIVE	digestive	disease	
PORTAL:0001856	gcat_trait	gcat_trait_level_of_pepsin_A4_in_blood_serum	level of pepsin A-4 in blood serum	DIGESTIVE	digestive	measurement	
PORTAL:0001857	gcat_trait	gcat_trait_necrotizing_enterocolitis	necrotizing enterocolitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001858	gcat_trait	gcat_trait_pancreatitis	pancreatitis	DIGESTIVE	digestive	phenotype	
PORTAL:0001859	gcat_trait	gcat_trait_peptic_ulcer_disease	peptic ulcer disease	DIGESTIVE	digestive	disease	
PORTAL:0001860	gcat_trait	gcat_trait_polyp_of_colon	polyp of colon	DIGESTIVE	digestive	phenotype	
PORTAL:0001861	gcat_trait	gcat_trait_polyp_of_large_intestine	polyp of large intestine	DIGESTIVE	digestive	phenotype	
PORTAL:0001862	gcat_trait	gcat_trait_seasonal_gut_microbiome_measurement	seasonal gut microbiome measurement	DIGESTIVE	digestive	measurement	
PORTAL:0001863	gcat_trait	gcat_trait_stomach_polyp	stomach polyp	DIGESTIVE	digestive	phenotype	
PORTAL:0001864	gcat_trait	gcat_trait_JT_interval	JT interval	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001865	gcat_trait	gcat_trait_PR_interval	PR interval	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001866	gcat_trait	gcat_trait_P_wave_duration	P wave duration	ECG_TRAITS	cardiovascular	measurement	
PORTAL:0001867	gcat_trait	gcat_trait_P_wave_terminal_force_measurement	P wave terminal force measurement	ECG_TRAITS	cardiovascular	measurement	
PORTAL:0001868	gcat_trait	gcat_trait_QRST_angle	QRS-T angle	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001869	gcat_trait	gcat_trait_QRS_duration	QRS duration	ECG_TRAITS	cardiovascular	measurement	
PORTAL:0001870	gcat_trait	gcat_trait_QT_interval	QT interval	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001871	gcat_trait	gcat_trait_RR_interval	RR interval	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001872	gcat_trait	gcat_trait_TPE_interval_measurement	TPE interval measurement	ECG_TRAITS	cardiovascular	measurement	
PORTAL:0001873	gcat_trait	gcat_trait_T_wave_morphology_measurement	T wave morphology measurement	ECG_TRAITS	cardiovascular	measurement	
PORTAL:0001874	gcat_trait	gcat_trait_electrocardiography	electrocardiography	ECG_TRAITS	cardiovascular	phenotype	
PORTAL:0001875	gcat_trait	gcat_trait_16ahydroxy_DHEA_3sulfate_measurement	16a-hydroxy DHEA 3-sulfate measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001876	gcat_trait	gcat_trait_17hydroxyprogesterone_measurement	17-hydroxyprogesterone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001877	gcat_trait	gcat_trait_4androsten3alpha17alphadiol_monosulfate_3_measurement	4-androsten-3alpha,17alpha-diol monosulfate (3) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001878	gcat_trait	gcat_trait_4androsten3beta17betadiol_disulfate_1_measurement	4-androsten-3beta,17beta-diol disulfate 1 measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001879	gcat_trait	gcat_trait_5alphaandrostan3beta17betadiol_monosulfate_2_measurement	5alpha-androstan-3beta,17beta-diol monosulfate (2) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001880	gcat_trait	gcat_trait_BMIadjusted_leptin_measurement	BMI-adjusted leptin measurement	ENDOCRINE	endocrine	adjusted	
PORTAL:0001881	gcat_trait	gcat_trait_Calcitonin_Cleaved_into_Calcitonin_Katacalcin_levels	Calcitonin [Cleaved into: Calcitonin; Katacalcin levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001882	gcat_trait	gcat_trait_Gastrin_levels	Gastrin levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001883	gcat_trait	gcat_trait_Genetic_chronic_primary_adrenal_insufficiency	Genetic chronic primary adrenal insufficiency	ENDOCRINE	endocrine	phenotype	
PORTAL:0001884	gcat_trait	gcat_trait_Glucagon_Cleaved_into_Glicentin_Glicentinrelated_polypeptide_levels	Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001885	gcat_trait	gcat_trait_Guanylin_levels	Guanylin levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001886	gcat_trait	gcat_trait_IGF1_measurement	IGF-1 measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001887	gcat_trait	gcat_trait_IGFBP3_measurement	IGFBP-3 measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001888	gcat_trait	gcat_trait_Inhibin_beta_B_chain_levels	Inhibin beta B chain levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001889	gcat_trait	gcat_trait_Pancreatic_prohormone_levels	Pancreatic prohormone levels	ENDOCRINE	endocrine	measurement	
PORTAL:0001890	gcat_trait	gcat_trait_Thyroid_preparation_use_measurement	Thyroid preparation use measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001891	gcat_trait	gcat_trait_adiponectin_measurement	adiponectin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001892	gcat_trait	gcat_trait_andro_steroid_monosulfate_C19H28O6S_1_measurement	andro steroid monosulfate C19H28O6S (1) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001893	gcat_trait	gcat_trait_androstenediol_3alpha_17alpha_monosulfate_3_measurement	androstenediol (3alpha, 17alpha) monosulfate (3) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001894	gcat_trait	gcat_trait_androstenediol_3beta17beta_disulfate_2_measurement	androstenediol (3beta,17beta) disulfate (2) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001895	gcat_trait	gcat_trait_androstenediol_3beta17beta_monosulfate_2_measurement	androstenediol (3beta,17beta) monosulfate (2) measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001896	gcat_trait	gcat_trait_androstenedione_measurement	androstenedione measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001897	gcat_trait	gcat_trait_androsterone_glucuronide_measurement	androsterone glucuronide measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001898	gcat_trait	gcat_trait_androsterone_sulfate_measurement	androsterone sulfate measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001899	gcat_trait	gcat_trait_corticoliberin_measurement	corticoliberin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001900	gcat_trait	gcat_trait_corticosteroidbinding_globulin_measurement	corticosteroid-binding globulin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001901	gcat_trait	gcat_trait_cortisol_measurement	cortisol measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001902	gcat_trait	gcat_trait_dehydroepiandrosterone_sulphate_measurement	dehydroepiandrosterone sulphate measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001903	gcat_trait	gcat_trait_dehydroisoandrosterone_sulfate_DHEAS_measurement	dehydroisoandrosterone sulfate DHEA-S measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001904	gcat_trait	gcat_trait_epiandrosterone_sulfate_measurement	epiandrosterone sulfate measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001905	gcat_trait	gcat_trait_erythropoietin_measurement	erythropoietin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001906	gcat_trait	gcat_trait_estradiol_measurement	estradiol measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001907	gcat_trait	gcat_trait_follicle_stimulating_hormone_measurement	follicle stimulating hormone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001908	gcat_trait	gcat_trait_follistatin_measurement	follistatin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001909	gcat_trait	gcat_trait_free_androgen_index	free androgen index	ENDOCRINE	endocrine	measurement	
PORTAL:0001910	gcat_trait	gcat_trait_ghrelin_measurement	ghrelin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001911	gcat_trait	gcat_trait_glucagon_measurement	glucagon measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001912	gcat_trait	gcat_trait_goiter	goiter	ENDOCRINE	endocrine	phenotype	
PORTAL:0001913	gcat_trait	gcat_trait_growth_hormone_receptor_measurement	growth hormone receptor measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001914	gcat_trait	gcat_trait_hormone_measurement	hormone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001915	gcat_trait	gcat_trait_human_Chorionic_Gonadotropin_measurement	human Chorionic Gonadotropin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001916	gcat_trait	gcat_trait_hyperthyroidism	hyperthyroidism	ENDOCRINE	endocrine	phenotype	
PORTAL:0001917	gcat_trait	gcat_trait_hypothyroidism	hypothyroidism	ENDOCRINE	endocrine	phenotype	
PORTAL:0001918	gcat_trait	gcat_trait_inhibin_beta_C_chain_measurement	inhibin beta C chain measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001919	gcat_trait	gcat_trait_kit_ligand_measurement	kit ligand measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001920	gcat_trait	gcat_trait_leptin_measurement	leptin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001921	gcat_trait	gcat_trait_leptin_receptor_measurement	leptin receptor measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001922	gcat_trait	gcat_trait_level_of_appetiteregulating_hormone_in_blood_serum	level of appetite-regulating hormone in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001923	gcat_trait	gcat_trait_level_of_glycoprotein_hormone_alpha2_in_blood_serum	level of glycoprotein hormone alpha-2 in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001924	gcat_trait	gcat_trait_level_of_oxytocinneurophysin_1_in_blood_serum	level of oxytocin-neurophysin 1 in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001925	gcat_trait	gcat_trait_level_of_parathyroid_hormone_in_blood_serum	level of parathyroid hormone in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001926	gcat_trait	gcat_trait_level_of_parathyroid_hormoneparathyroid_hormonerelated_peptide_receptor_in_blood_serum	level of parathyroid hormone/parathyroid hormone-related peptide receptor in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001927	gcat_trait	gcat_trait_level_of_promotilin_in_blood_serum	level of promotilin in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001928	gcat_trait	gcat_trait_level_of_regenerating_isletderived_protein_3alpha_in_blood_serum	level of regenerating islet-derived protein 3-alpha in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001929	gcat_trait	gcat_trait_level_of_thyrotropin_subunit_beta_in_blood_serum	level of thyrotropin subunit beta in blood serum	ENDOCRINE	endocrine	measurement	
PORTAL:0001930	gcat_trait	gcat_trait_luteinizing_hormone_measurement	luteinizing hormone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001931	gcat_trait	gcat_trait_parathyroid_hormone_measurement	parathyroid hormone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001932	gcat_trait	gcat_trait_peptide_yy_measurement	peptide yy measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001933	gcat_trait	gcat_trait_primary_aldosteronism	primary aldosteronism	ENDOCRINE	endocrine	phenotype	
PORTAL:0001934	gcat_trait	gcat_trait_progesterone_measurement	progesterone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001935	gcat_trait	gcat_trait_renin_measurement	renin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001936	gcat_trait	gcat_trait_sex_hormonebinding_globulin_measurement	sex hormone-binding globulin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001937	gcat_trait	gcat_trait_testosterone_measurement	testosterone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001938	gcat_trait	gcat_trait_thyroglobulin_measurement	thyroglobulin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001939	gcat_trait	gcat_trait_thyroid_stimulating_hormone_measurement	thyroid stimulating hormone measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001940	gcat_trait	gcat_trait_thyroid_volume	thyroid volume	ENDOCRINE	endocrine	measurement	
PORTAL:0001941	gcat_trait	gcat_trait_thyrotoxic_periodic_paralysis	thyrotoxic periodic paralysis	ENDOCRINE	endocrine	phenotype	
PORTAL:0001942	gcat_trait	gcat_trait_thyroxine_measurement	thyroxine measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001943	gcat_trait	gcat_trait_thyroxinebinding_globulin_measurement	thyroxine-binding globulin measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001944	gcat_trait	gcat_trait_triiodothyronine_measurement	triiodothyronine measurement	ENDOCRINE	endocrine	measurement	
PORTAL:0001945	gcat_trait	gcat_trait_245trichlorophenol_measurement	2,4,5-trichlorophenol measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001946	gcat_trait	gcat_trait_3hydroxypropylmercapturic_acid_measurement	3-hydroxypropylmercapturic acid measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001947	gcat_trait	gcat_trait_46dinitroocresol_measurement	4,6-dinitro-o-cresol measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001948	gcat_trait	gcat_trait_4hydroxychlorothalonil_measurement	4-hydroxychlorothalonil measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001949	gcat_trait	gcat_trait_Anilide_use_measurement	Anilide use measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001950	gcat_trait	gcat_trait_DDT_metabolite_measurement	DDT metabolite measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001951	gcat_trait	gcat_trait_aldrin_measurement	aldrin measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001952	gcat_trait	gcat_trait_azinphos_methyl_measurement	azinphos methyl measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001953	gcat_trait	gcat_trait_blood_arsenic_measurement	blood arsenic measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001954	gcat_trait	gcat_trait_blood_cadmium_measurement	blood cadmium measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001955	gcat_trait	gcat_trait_blood_cobalt_measurement	blood cobalt measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001956	gcat_trait	gcat_trait_blood_lead_measurement	blood lead measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001957	gcat_trait	gcat_trait_blood_mercury_measurement	blood mercury measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001958	gcat_trait	gcat_trait_blood_nickel_measurement	blood nickel measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001959	gcat_trait	gcat_trait_cadmium_chloride_measurement	cadmium chloride measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001960	gcat_trait	gcat_trait_chloromethiuron_measurement	chloromethiuron measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001961	gcat_trait	gcat_trait_chlorpyrifos_measurement	chlorpyrifos measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001962	gcat_trait	gcat_trait_cotinine_measurement	cotinine measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001963	gcat_trait	gcat_trait_diazinon_measurement	diazinon measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001964	gcat_trait	gcat_trait_dibutyl_phthalate_measurement	dibutyl phthalate measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001965	gcat_trait	gcat_trait_dicofol_measurement	dicofol measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001966	gcat_trait	gcat_trait_dieldrin_measurement	dieldrin measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001967	gcat_trait	gcat_trait_disulfoton_measurement	disulfoton measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001968	gcat_trait	gcat_trait_endosulfan_measurement	endosulfan measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001969	gcat_trait	gcat_trait_endrin_measurement	endrin measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001970	gcat_trait	gcat_trait_environmental_exposure_measurement	environmental exposure measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001971	gcat_trait	gcat_trait_erythrocyte_cadmium_measurement	erythrocyte cadmium measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001972	gcat_trait	gcat_trait_ethion_measurement	ethion measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001973	gcat_trait	gcat_trait_genotoxic_compound_exposure_measurement	genotoxic compound exposure measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001974	gcat_trait	gcat_trait_heptachlor_epoxide_measurement	heptachlor epoxide measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001975	gcat_trait	gcat_trait_heptachlor_measurement	heptachlor measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001976	gcat_trait	gcat_trait_mercuric_chloride_measurement	mercuric chloride measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001977	gcat_trait	gcat_trait_methoxychlor_measurement	methoxychlor measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001978	gcat_trait	gcat_trait_parathion_measurement	parathion measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001979	gcat_trait	gcat_trait_pentachlorophenol_measurement	pentachlorophenol measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001980	gcat_trait	gcat_trait_polychlorinated_biphenyls_measurement	polychlorinated biphenyls measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001981	gcat_trait	gcat_trait_potassium_chromate_measurement	potassium chromate measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001982	gcat_trait	gcat_trait_tobacco_smoke_exposure_measurement	tobacco smoke exposure measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001983	gcat_trait	gcat_trait_trauma_exposure_measurement	trauma exposure measurement	ENVIRONMENTAL_EXPOSURE	environmental	measurement	
PORTAL:0001984	gcat_trait	gcat_trait_Abnormality_of_chromosome_segregation	Abnormality of chromosome segregation	GENETIC	congenital	phenotype	
PORTAL:0001985	gcat_trait	gcat_trait_Mosaic_loss_of_chromosome_X	Mosaic loss of chromosome X	GENETIC	congenital	phenotype	
PORTAL:0001986	gcat_trait	gcat_trait_chromosomal_aberration	chromosomal aberration	GENETIC	congenital	measurement	
PORTAL:0001987	gcat_trait	gcat_trait_chromosomal_aberration_frequency	chromosomal aberration frequency	GENETIC	congenital	measurement	
PORTAL:0001988	gcat_trait	gcat_trait_chromosometype_aberration_frequency	chromosome-type aberration frequency	GENETIC	congenital	measurement	
PORTAL:0001989	gcat_trait	gcat_trait_mosaic_loss_of_chromosome_Y_measurement	mosaic loss of chromosome Y measurement	GENETIC	congenital	measurement	
PORTAL:0001990	gcat_trait	gcat_trait_parental_genotype_effect_measurement	parental genotype effect measurement	GENETIC	congenital	measurement	
PORTAL:0001991	gcat_trait	gcat_trait_15_anhydroglucitol_measurement	1,5 anhydroglucitol measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0001992	gcat_trait	gcat_trait_BMIadjusted_fasting_blood_glucose_measurement	BMI-adjusted fasting blood glucose measurement	GLYCEMIC	metabolic	adjusted	
PORTAL:0001993	gcat_trait	gcat_trait_BMIadjusted_fasting_blood_insulin_measurement	BMI-adjusted fasting blood insulin measurement	GLYCEMIC	metabolic	adjusted	
PORTAL:0001994	gcat_trait	gcat_trait_Cpeptide_measurement	C-peptide measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0001995	gcat_trait	gcat_trait_HOMAB	HOMA-B	GLYCEMIC	metabolic	phenotype	
PORTAL:0001996	gcat_trait	gcat_trait_HOMAIR	HOMA-IR	GLYCEMIC	metabolic	phenotype	
PORTAL:0001997	gcat_trait	gcat_trait_HbA1c_measurement	HbA1c measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0001998	gcat_trait	gcat_trait_cystic_fibrosisrelated_diabetes	cystic fibrosis-related diabetes	GLYCEMIC	metabolic	phenotype	
PORTAL:0001999	gcat_trait	gcat_trait_diabetes_mellitus	diabetes mellitus	GLYCEMIC	metabolic	phenotype	
PORTAL:0002000	gcat_trait	gcat_trait_fasting_blood_glucose_change_measurement	fasting blood glucose change measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002001	gcat_trait	gcat_trait_fasting_blood_glucose_measurement	fasting blood glucose measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002002	gcat_trait	gcat_trait_fasting_blood_insulin_measurement	fasting blood insulin measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002003	gcat_trait	gcat_trait_gestational_diabetes	gestational diabetes	GLYCEMIC	metabolic	phenotype	
PORTAL:0002004	gcat_trait	gcat_trait_glucose_measurement	glucose measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002005	gcat_trait	gcat_trait_glucose_tolerance_test	glucose tolerance test	GLYCEMIC	metabolic	phenotype	
PORTAL:0002006	gcat_trait	gcat_trait_hemoglobin_A1_measurement	hemoglobin A1 measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002007	gcat_trait	gcat_trait_insulin_measurement	insulin measurement	GLYCEMIC	metabolic	measurement	
PORTAL:0002008	gcat_trait	gcat_trait_insulin_resistance	insulin resistance	GLYCEMIC	metabolic	phenotype	
